A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,A,A,A,A,C,C,C,C,C,A,A,A,A,A,A,A,C,A,C,A,C,A,A,A,A,A,A,A,A,A,A,A,C,A,C,C,C,A,A,N,N,N,N,N,N,N
375.9,497.7,467.8,300.8,390.9,381.7,384.9,361,220.2,261,313.9,420.3,148,513.4,360,231,420.4,330.4,146.6,297.3,376,405.3,224.9,420.5,301.6,345.7,278.5,215.4,242,216.4,444.7,282.4,358.8,261.3,419.2,209.6,590.3,369.8,327,247.4,563.8,333.8,288,403.8,236.9,196.4,321.8,300,310.8,344.2,416.4,348,1316.1,275.1,248.2,378,92.5,219.6,340.9,320.6,189,245.5,299,190
486.2,736.1,578.2,741.1,413,735.4,567.3,565.6,1088.3,926.8,1047.4,726.4,705.9,683.9,1134.2,792.8,696.6,843.5,607.4,791.8,1204.4,553.7,625.6,989.8,588.5,599.3,703.1,456.3,734.6,516.9,700.8,763.6,764.1,431.6,668.8,535.2,704.9,1000.3,556.6,688.5,772.2,1322.6,546.8,773.1,1036.9,908.3,678.1,824.3,1022.7,450.5,1124.1,797.6,1240.1,639.9,549.2,1107.2,548.1,749.8,640.5,617.1,642.1,722.5,609.6,666.5
146,145.1,175.7,146.2,176.3,198,190,171.7,46.6,122.8,227,186.4,229.7,184,189,201.3,153.7,177.6,149.2,167.8,124.5,136.5,210.7,91.3,187,125,186.8,205.2,165.4,187,155.2,151.5,173,150,175.1,161.4,177.2,153.7,81.2,106,172.2,212.8,242.1,367.1,845.1,193.2,231.2,189,222.1,289.1,497,404.8,442.4,163,156.1,197.6,274.9,169.4,167.6,146.6,182,135.4,117.1,65
1052.5,1015.9,786.1,543.3,1362,899,1124.3,921.2,516.9,1035.9,712.8,821,1119,979.1,1059.2,1004.8,1365.8,1045.2,238.2,1377.6,1619.9,733.5,864.5,1090.5,1287.9,1020.8,1254.2,721.8,1134.5,1039.5,1357,1080.6,1113.4,487.9,509,677.1,979.4,1770.9,661.4,1105.2,1201.3,1013.1,1258.2,904.8,-13.7,1725.1,1320.1,1077.9,1075.9,836.4,1224.6,468.6,750.6,952.3,738.5,1120.8,138.6,1001.9,928.3,781.9,939.4,839.2,911.4,776.7
83,54.9,7.5,58,61.6,-7.9,109.8,46.4,54.7,50,31.2,53.4,22,23,30,26,40.2,65,135.6,43,47.8,74.8,9,26,41,-5.8,33.8,26,16,49,91.6,47,59,22.7,58.5,13.4,36.2,73.6,4.1,45.9,17.2,20,8.3,-2.1,241.3,5.2,74.6,28.2,39.8,48,47.8,14.2,173.1,2,29.6,60.4,76.5,91,26.8,31.1,58.3,55.6,25.2,26
335.6,366.9,479.5,338,679.8,315.9,318.7,350,283.4,205.1,156.8,327.1,412.6,265,220.9,399.5,232.6,169,238.2,299.6,793.4,252.4,557.1,1069.6,496.3,517.4,609.9,220.4,289.1,248.5,231.5,194,231.7,253.1,197,412.4,550.7,260.6,390.2,312.2,248.3,254,365,311.2,22.9,313.7,256.2,401.2,175.8,421.2,120,61.7,905,429,382,283.2,317,290.1,112.5,339.8,376.2,291.9,265.8,284.3
36.2,54.9,83.5,109.1,25.2,72,82,70,85.5,82.4,72,48,54,102,98,70.2,80.1,102.5,201.3,80.1,10.8,129.1,104,84,86,82.9,58.3,31.1,72,52.7,49.7,104,68.5,44.2,190,26.9,36.2,42.3,110.3,181.1,66,75,108,80.3,309.5,142.8,54.1,114.4,93,284.3,92.5,77.8,79,73.8,54.9,55.3,166,19.3,159.1,108,70.2,96.2,111.6,70.4
1114.9,1430.8,1368.3,1619.8,1190.6,1190.7,1484.2,941.5,1521.2,1372.8,874.9,1096,1077,1452.5,1268.2,1154.9,1128.5,1331.6,1201.7,1295,1171.5,1468.4,1110.8,1232.5,2141.3,1149.4,1107.1,1328,975.7,1295.7,1317.2,1430.5,1315.8,1215,1078.1,1104.5,1106.1,1371.2,1066.4,1346.6,1416.9,1311.3,1234.5,786.5,669.4,1548.9,1319.3,1246.8,1077.5,1451.7,904.2,968.1,865.4,953,759.3,1300.4,1192,1085.3,1316.5,1025.9,1094.5,1002.1,1209.1,972.9
49.2,43.8,57,219.6,42,67,23.5,40.2,49.3,93.5,73.8,14.8,126.6,39,37.8,68.5,54.9,56.3,43.2,170.3,112.5,69.1,77.2,172.9,163.6,110,118,53.7,27.7,16,52,37.8,10.2,-19.8,62.8,27.7,26,17,16,120,36.2,67,73.8,101.3,14.3,39,60.4,37,44.2,198,165.5,25.1,147,39,11.3,50,26.5,60,59.3,61.6,4.7,41,72.9,33
104,188.1,153.3,187,186.6,180.6,193.4,115,114.7,206,151,88,152,158.9,162.9,145,164,167,126.6,199,178,164.2,157,150.5,135.8,173.1,202.2,145.3,227,153.3,133.5,129.1,150.4,142,228.3,214.9,158,160.3,233,221.1,187.9,147.8,157,223,250.6,282,245.6,152,176.7,174.9,83.9,314.5,62.3,131.2,89,187.2,244,192.4,297.3,177,144.9,55.6,206.9,204.2
9186,21642.4,12159.1,13977.4,14031.1,14387.9,10761.5,10885.6,9271.3,12978,9105.9,17473.9,15485.2,10573.3,11948.1,11534.9,12584.2,16365.5,9777,11774.4,10570.4,11226.4,13583.6,10179.9,12133,13658.2,9484.9,16951.2,18929.7,7648.9,11558.9,11449.9,8579.7,14002.8,12291.3,12469.2,11602.9,15901.4,13853.2,6739.1,14848.6,10854.5,12917.3,16057.7,10084.9,15950.8,11145.4,9449.4,11725.2,11346.1,9386.7,14711.2,8450,15246.5,17747.2,18129.9,12980.6,14741.9,18115.8,14324,14298.6,14728.4,13256.7,12858.3
882.2,603.4,692.9,2451.1,861.9,1564.7,865.4,1054.5,387,1131.3,513.6,689.1,566.7,580,949.6,995.2,790,1028.3,709,2238.2,2472.4,767.1,1600.5,1378,1688.1,1571.1,1074.1,1030.6,649.6,737.6,1196.1,588.2,763.3,681,1053.9,1276.6,899.1,1726.4,731.6,975.7,791.8,1335.9,1128,1376.2,275.6,1395.7,1052.5,863.3,1188.9,756.1,1020.3,1208.3,497,923.9,1093.5,942.5,559.2,929.6,677.4,844.8,879.3,719.5,685.9,830
269.6,218.1,152.4,140,425,270.1,355.3,183.3,506.9,526.1,509.4,423.3,233,214.1,362.6,277.7,363.8,663.8,204.1,131,307.7,44.3,252,194.4,192.7,274.3,504.1,253,212,162,385.7,236.6,191.9,111.1,139.7,550,786,466,448.9,147,331.1,291.2,559.3,304.2,116.8,358,421.6,765.9,448.7,691.8,420,658.2,722.9,1299.7,742.8,462.3,328.5,339.6,254,406.8,369.2,314.6,353.3,336.1
208.4,234.6,275.5,338,251.6,252.4,375.1,172.9,487.9,291.9,295.2,211.1,528.8,223.9,372.9,211.9,439.8,261.7,587.6,293.8,167.1,518.4,252,278.8,220.6,217.6,290,309.5,404.1,407.8,299.6,292.1,338.3,365.4,363.9,270.6,246.4,464,231,435,387.7,219.6,373.1,438.6,1115.3,293.6,234.8,314,278.1,334.8,379.9,622,416.4,234,278.3,258.3,745.1,255.4,342.7,294.8,197.7,258.2,308,258.3
-6.5,-14.9,7.5,-36,-15.5,-21.8,1,-7.7,30.7,6.3,48.5,8,48.9,1.8,7,-16.9,25.2,-8.6,-9.6,-19.8,-1.5,-9.2,-17,3,24,-13.7,-56.6,-29,-5.9,21,-13.1,-18.8,-39.2,12.1,18.7,10.8,45,-1.8,-13.5,-15.5,-15.5,0.8,-13.9,-28.5,7.7,33,23.1,-29.3,-15.9,25.7,4.2,142.2,72.5,5,12.5,1,22.2,31.1,18.1,16.8,16.8,-4.2,7.7,34
146,82.3,100,53.2,95,36.7,36,86,-28.4,71.2,94.7,65.9,74.9,126,53.4,52.8,78,39,99.7,165.4,153.7,83.5,110.5,107.2,148.7,158,247.8,190.8,161.7,130.9,95.3,113.8,70.2,75.1,119.8,39,120.4,37.8,44.4,41.7,102,108,46,43.3,19.6,65,63.9,108,135.4,142.1,30.9,81.6,52.5,121,42.6,113.4,102,77.2,86,73.6,104.7,158,105.5,138.2
27.2,19,6,9.8,7.8,79,14.8,21,19.3,-24,-49.7,36,-55.2,-5.3,20.4,26,21,16,-3.9,46.2,54.5,32.6,16.8,21.8,45,57,1,34.3,-5.3,16,6,-6.1,-6.1,12.9,27.8,65.9,46.4,41,43.2,5.2,-12.8,24,14,-48.4,42.1,12.5,22.4,5.7,-16.8,45,-45,-13.3,26,-6,14.8,14.6,72.6,10,5.7,24.3,12,23,-18.2,0.3
90,80.6,26,28.2,52,213.6,34,88,10.5,48,93.6,45,55,55.3,86,63.9,58.1,120,52,139,113.5,52,96,144.9,113,116,98,110,116.2,122,46.2,65.9,26,46,65.6,63.2,90.2,68.1,148.7,20.4,76,116,156,128.9,42.4,116.2,99,68.9,82,98,114.2,51.4,69.1,92.4,52,63.9,72.6,63,144,126.6,119.2,99.7,89,89.1
73.8,79.8,118.9,85.8,113.8,130,92,129.1,124.9,65,170,80.3,61.8,78.1,157.1,100,148.3,72.8,161.6,80.1,68.5,162.9,124.5,163.3,102.5,76.4,128,119.8,124,65.8,108.8,83.5,101.6,28.2,81.5,85,113.5,125,-3.5,128,112,165.4,141.7,206,409.3,156.9,166.5,135.4,104.4,146.6,47.1,175.7,99.4,95.8,112.5,103,281.4,69.4,130,42.4,128.8,136.5,122.6,65.8
44,2,48.5,36.4,31,80,39,46.4,26,23.9,22.1,22.7,70.4,25,40,49,21.8,20,53.5,33.4,45,65.6,77.2,-2,50.6,-19.8,49.2,22.7,52.7,11.3,47.3,29.6,32,22.1,-23.1,32,37.6,41,-21.5,58,39,43.5,63.9,96.8,243,39.9,71.1,-19.3,16.8,222.1,113.4,241.1,37.4,67.6,49.7,19,115.7,54.5,-1.7,39,28,42,27.7,51
39,57,14.6,100.7,11.8,73.8,36,41.4,12,43.3,9,42,31.3,45,58,43.8,27.2,50.8,20.1,68.5,76.4,21.4,117.2,55.3,5.4,67.3,22.7,90.2,28.6,38,37.6,0,4.3,19.8,63.5,44.2,46.4,58,62,38,115,52,98,35.1,155.8,42.4,52.7,17.2,35,40.4,4.6,160.3,-1.6,48.5,33,40.2,102,60,105.5,85.3,148.7,107.2,63.2,132.3
1439,1328.7,1178.6,948.3,1626.6,1015,483.9,1147.3,1044.6,1380.4,1316.5,1211.6,2015,1502.7,1042.6,1247.4,857.7,995.4,1022.3,1537.3,1173.4,761.9,2299.8,824.7,829.2,907.4,1062.5,965.6,2047.7,1033.1,1071.9,1616.3,1377,1123.7,909.7,911.4,1042.4,1123.8,1280.3,726.4,1711.2,1032.5,559.3,928.5,1009.9,940.7,807.9,1015.8,621.3,818.9,1046.2,1081.1,436.3,1039,1202.9,1096,702,894.3,798.6,852.3,883.2,998.1,919.1,865.6
708.2,587.3,680,1253.6,622,713.8,734.6,594.5,1025.3,907.2,714.6,753,811,574,694.2,968.5,492.2,703.8,971.4,929,658.1,881.2,862,745.2,619.5,574,925.1,693.9,877.6,583.4,574.6,633.7,676.7,906.3,679.1,783.3,700.9,853.5,601.2,993.6,820.7,1308.5,970.2,889,1919.4,966.8,1091.2,1041.8,823.1,781.9,996.8,1019.2,1221.3,685.1,1012,669.4,1033.7,682,798.6,751.9,798.9,595.6,792.2,829.1
50.6,37.6,11.8,52,9,55.3,43.3,26,22.8,56.3,121.6,29,-5.3,50.8,86,37.8,17,30.3,69.3,44,66.2,9.5,24.3,9,62.7,39,53.7,78,40.7,36,10.8,45,-3,14.4,171.7,26.9,20,35.5,22.7,20.4,46.4,81.6,83,55.1,201.8,23.1,62.7,60.4,22.4,-6,72,154.7,53.4,49.7,58.3,55.3,104,27.7,-9.1,6,55.6,52.7,55.8,40.7
678.6,1187.9,536.9,844.6,408.8,404.6,709.9,610.9,886.3,1589.5,939.9,1883.9,521.7,533,845.4,752.5,1302.3,448.9,273.6,1886.2,419.3,397.8,1316.9,1531.1,500.7,540.4,354.7,337.4,617.7,666.9,451.2,568.2,496,759.5,332,1449.1,581.7,467,190,1038.4,747.4,397.8,446.3,578.8,475.1,550,555.7,815.7,1553.8,683.2,273.7,808.8,616.3,994.7,836.1,928.3,162,1011.6,641.3,826.9,937.1,961.6,1028.7,869.8
-32.7,-42,-55,47,10.4,-28.1,-8.4,22,28.6,2.4,12.1,54.9,-63.2,-7.7,-60.5,-42.5,-40.3,1.3,23.5,21,43.8,18.3,12.5,16,11.8,-5.8,16,-13,43.3,-33.6,50.8,22,11.3,-56,39,70.2,17,-5.2,80.5,-32.2,-7.7,72,-2.3,-4.4,39.5,-32.1,6.3,-56,50.8,68.8,62.8,46.2,72,30.8,-3.9,11.8,1.3,-48.9,-14.2,-44.3,14,-23.7,7.7,-84.3
202.2,200.4,312.9,152.6,211.7,171.5,103,212.8,2.7,112,51.1,120.4,67.3,335.6,76.4,173.1,211.4,93.6,143.1,109.8,273.9,60,154,69.4,185,229.4,211.4,293.6,236,94,135.8,154.8,198.5,76.7,160.3,168.3,128.8,141.7,106.3,158,132.8,295.5,158,31.2,57,108.9,169.7,198,118,37.9,35.5,215,243,176.1,137.5,165,172,196.4,100.5,134.7,237.8,151.9,134.3,151.5
83,32,122.6,21,106,79,29,101.6,160,22.4,122.8,44,160.1,118,60,191.9,56.3,100.7,99.7,40,27.5,73.4,-91.1,3.9,84,66.2,24.3,58,21.8,121,138.2,90.2,21.8,39.8,31.4,63.2,174,138.2,98,130,17.2,18,27.7,74.6,108,-0.6,124.5,101.6,27.5,154.5,10.9,9.4,78.5,76.4,119.8,43.8,26.5,72.9,35.5,63.9,71.1,70.2,-3.7,19.6
535.1,479.4,869.8,359.8,497,537.3,320.4,625.1,92.7,421.4,360,426.4,170.8,650.5,737.2,431.6,577.4,445.4,280.3,519.6,289,64,266.9,370,466.1,469.3,606.4,699.5,496.2,526.3,513.6,689.6,465,304.7,762.6,646.1,377.3,696.8,361.8,663.8,578.6,437.8,484,115,146.9,458,317,349.5,430.4,65.6,360.2,423.6,802.7,790.8,588.5,384.6,183,428.7,870.4,641.6,467,657.1,677.1,677.6
135.2,101,94,124,96,67,108.9,82,27.3,63,53.2,130,109,111,127,109.5,96.8,95.8,26.5,80.1,91.8,259.8,113.8,109.7,225.7,162.7,108,109,186.8,117,111.3,102,103.5,108.8,224.1,113,178.3,160.3,70.6,168.3,118,96.8,73.8,123.5,264.2,186.8,130.9,105.3,90.5,177.8,58.5,170.6,56.1,175.1,176.1,134,147,73.8,88,122.3,62.3,89.8,99.7,84
30.8,-13.7,4.5,-36,3,85,-10,37.2,14.5,-10,2,-31,-21.6,-12.2,-31.6,10.4,-26.4,-34.2,-23,21,16,6.4,81.6,21.8,29.6,-4.4,3,-0.8,39,-5.3,30.8,6,-6.1,-4.8,-23.1,-12.8,-51,-4.6,-30.3,-32.2,-19.6,57,-17.1,-20.5,6.5,2.4,-22.4,-41.5,-10,0.4,-143.8,15.1,76.3,33.4,117.1,-36,8.2,-46,-24.2,-42.2,-79.5,-16.1,-18.2,11
324,129.1,261.3,990.1,244.9,378,140.2,190,99.5,101,85.8,94.4,225.2,107,41,357.1,138.2,39,98,270,348,380.8,223,209.4,73,383.2,65,51.1,332.5,176,188.2,117.2,184.3,93,184.7,122,80.3,209.4,180,99,194.4,391.2,145,270.5,68.7,113.5,394.1,116.2,137.5,74.3,169.7,143.1,63.7,98,197,193,235.6,106.2,98,46,86.2,98,63.2,98.9
24.8,-42,101,55.1,63.9,66,30,113,-61.2,148,-10.6,68.5,-13.5,545,1,28.4,-0.4,-18.8,14.5,105,-19.4,47.3,113,72,101.6,1.8,-64.1,23.5,-47.5,75.5,23,-7.7,1.7,6.6,52,125,54.9,-18.2,32,32,30.5,20,33,12.1,-20.7,105.8,183,18.5,159.1,-17,59.9,15.6,224.8,47.3,29.6,47,98,192.4,118,49,173,79,112.5,40.7
44,128.3,83.5,113.6,147.2,34.3,54.9,108,-25.7,29.4,52.6,107,61.8,107,35.5,151,48.5,31.1,-61.4,56.2,232.6,20.2,40,57,78,167.4,26,89.1,95.8,49,76,67.6,44,46,30.2,80,126.4,59,56,26,80.1,504.4,28.6,54.5,39.3,48,40.5,66.6,17.7,-4.6,254.6,31.1,79.7,164,166,73.6,17.1,74.6,91,59.3,124,77.2,65.8,88
1093.6,1369,1542.7,1218.2,1509.1,655.1,1406.2,786,937,894.9,734.4,1481.2,1023,1353.6,1114.2,1229.4,1508.3,997.7,555.2,700,1253.1,1134.4,1450.1,1441.6,1169.3,1774.5,794,339.8,1181.8,895.8,1258.5,921.3,1093,1412.7,841.4,1024.3,1283,933.5,1068,1461,1355.3,675.9,1109.6,888,224.7,1242.9,718.5,962.4,854,1479.5,631.2,1171.1,906.9,1749.1,1077.9,1632.4,1183.3,1175.8,1518.9,1185.3,1302.9,1303,1294.1,1473.6
492.8,605.9,487,579.6,507.1,496.1,567.3,419.5,212.6,363.8,348,463.1,265,509.6,459.7,501,633.4,464.6,124.9,379.6,375.3,504.1,398.7,683.9,450.7,626.7,448.5,567,568.3,467,524.7,447,467,660.7,404.1,563.8,449.3,490,406.7,400.5,549.3,538.6,349.6,470,394.9,756.2,416.6,350.2,447,405.3,282.4,411.9,179,348,381.2,500.7,405.2,612.6,600,428.3,551.6,619.6,545.2,502.5
250.3,237.7,259.5,321,207.6,224,178.7,222.1,249.3,160.1,125.2,202.4,95.8,287.1,114.4,251.8,269.4,185.6,133.7,224,167.1,336.5,217.3,338,348.7,273.6,250.7,351.8,220,136.1,211.4,195,254.4,172.9,157,254,206,124,241,223,162.4,183.6,148,80.3,102.7,323.4,130.9,156,160.1,47,167.6,64.3,148,196.6,209.1,255.4,172,275,266.8,316,230.8,373.9,246.4,317.9
221.4,104,154.3,158,126.3,126,121.4,121.4,-46.3,137.5,39.9,93.5,70.4,132.2,150.1,119.1,110.7,85,83.5,101,109.8,194,81.6,108,103.5,138.9,162.3,105.3,177.2,96,115.5,106,150.4,108,129.1,111,113.5,179.3,176,72,112,178.3,156,197,148.4,229,128.9,192.4,214.9,46,70.6,305.7,42,127,155.2,66.6,176,93,113.5,135.8,142.9,98.8,111.6,82
331.7,394.8,501.6,434.7,507.1,453.1,402.6,445.7,130,370.1,279.2,429.5,334.4,483.9,405,425.7,396.8,457.2,261.7,451.6,524.6,521.5,677.1,559.8,500.7,610.7,395.2,516,991.3,307.3,476.7,417.9,350.3,419.6,523.1,420.4,410.2,576.7,458.3,414.2,517.5,513.1,516,675.5,37,758.8,498.6,418.5,454.8,577.3,230,275.5,377.1,557.8,450.7,436.1,267.5,327.9,478.8,348,402.2,431.8,415.1,398.8
21,49.7,21,83.5,21.8,43.3,12.5,21,46.1,37,43.3,12.5,98.9,17,1.7,48,33.2,40.7,13.5,62.7,33.4,45,47.3,11.3,47.8,50.8,33.8,50.2,86.7,39,26,50,55.6,36.4,53,29.4,11.8,51,47.8,56.3,21.8,45,69,124.5,94.9,76.4,22.4,1.8,17.7,25.4,176,156.4,53.4,18,13.7,-9,47.5,-30.6,21.8,14.8,25.2,48.5,-26.8,19.6
2170.4,1170.6,2790.6,2799.1,1754.8,1272.2,2747.8,1658.4,2922,1564.8,918,1897.4,3288.8,2171.9,1827,2034.4,414.6,2042,2684.3,2095.1,3159.8,2833.5,3446.5,2881.6,2702,3273.9,1494,2792.7,2319.4,1935.5,2177.4,1320.7,1625.5,3428.4,1756.6,1895.6,4563.9,1673.7,2096.6,2522.2,2204.9,1672.5,4167.2,3045.8,1378.6,3692.2,1907.2,3050.3,1862.7,2623.1,1384.2,2635.8,3035.8,8817.9,2802,2394.2,3209.8,1789.3,1152.4,1694.6,1646.6,1261.2,1825.2,1525.6
131.8,115.3,255.8,384.6,316.1,276.1,235.2,202,786.7,139.7,291.1,141.2,306.3,188,179,185,243,209.8,172.2,257.1,248.3,124.5,312.9,236.3,195.3,219.9,121,152.9,330.1,311.6,181.1,125.4,243.9,265.8,404.9,50,224.1,206.9,129,246.5,226,111,190,229.7,391.5,343.7,153.1,135.4,168.7,282.5,371.3,295.6,108,161,-35.1,130,323.9,91,217.1,98,128.8,161.8,162.7,148.3
69.4,69.4,76.7,60,110.5,53.7,95,86,234.6,73.6,85.8,68.5,88,81.2,110.7,79,103,98,127.4,164.2,76.4,-10.9,53.7,30,103.5,82.9,114.2,85,278.6,98.9,92.5,108,54.1,75.1,12.5,76.4,112.5,0.6,-36.7,158,24.3,126.4,99.8,197,19.4,40.7,37.2,71.2,139.7,110,-2.3,124,374.4,41,90,72.8,32.6,89,84,32,78.2,55.6,75.5,71.2
269.6,340.7,300.4,425.6,413.7,352.4,376.5,365.7,1326.3,435.9,427.4,625.6,1177.9,356.8,488.8,263.2,927.4,502.9,441.4,517,447.8,558.7,549.2,436.3,367.8,700.2,429.8,455.3,518.4,496,359.5,447,678.5,611.4,533,430.4,693.6,323.4,391,508.6,393.3,570.1,640.9,255.7,976.4,549.2,558.2,709,482.3,498.6,451.4,1132.2,526.6,405.5,295.2,421,590.6,666.4,689.7,824.8,495.2,523.1,513.3,650.3
-5.3,-10,-5.1,39,-1.3,-7.9,-0.3,0.6,15,22.4,-1,-3,16.5,-31.7,-22.8,-41.2,-29.6,16,12.5,-6.5,52.8,-3.4,-12,-6,5.4,3,7.5,-3,-50.7,-28.1,-27.2,-35,-48.2,9.8,34.3,-57.7,9,-6.8,49.2,-27.2,-15.5,16,-10.8,90.5,-1,16,-66,-19.3,-18.5,44.1,27.1,41.8,53.8,17,-2.1,-8,21.4,-14.6,-4.8,20.2,-69.1,-0.6,-70.4,-3.6
-1,45,-11.1,72.8,7.8,43.3,6,22,-14.9,44.1,15.2,-6.5,-13.1,-3,9,2,-3.9,19,10,81.2,5.4,-18.4,26,26,55,39,40.2,39,18.2,26,-8,14.8,11.3,0.7,2.2,26.9,6.6,9.8,19.9,26,7.5,43.5,-30.3,-1.6,-11,29.4,9,-12.5,-8.6,19.2,4.6,-16.3,-27.5,9,-2.1,14.6,12.9,8.1,5,28.6,14,4.2,-17.3,83
73.8,118,158,53.2,61.6,73.8,77,76,13,102,115.3,91.6,383.7,109,105.3,79,90.5,122,167.8,127.8,149.4,174,183.8,108.8,-1.8,99.1,130,140.8,109.8,44,84,69.4,115.5,111.1,21,1.8,50.6,171.7,48.5,53.4,71,119.2,16.7,156.7,362.6,108,148.1,110.7,204.5,200,183,158,15.2,91.3,135.4,55.3,220.2,111.3,5,101.3,58.3,79.9,33.8,-1
411,670.4,613.1,1576.1,757,1175.8,673.8,676.2,461.8,682.6,650.4,583.8,733.4,596.5,604.7,557.2,540.7,605.3,348,820,861.4,692.8,799.4,901.9,902.8,791.8,588.2,710,649.6,637.6,656.9,602.9,442.4,550,701.5,505.6,544.8,851.8,519,580.3,667.1,902.2,769.2,763.4,202.6,664,727.2,576.1,525.8,860,662.9,712.4,597.4,633.9,495.1,581.3,518.8,502.1,430.2,396.3,386.8,486.1,394.9,509.5
103,53.4,148.7,143,110.5,112.4,53.4,107.1,26.9,73.6,106.9,92.5,254,165.1,158,259.7,65,78.2,38.5,86.9,144,74.8,85.4,54.5,52,159.9,76,93.6,85.4,81.7,103.5,91.3,72,89,27.2,111,80.3,101,49.9,61,27.5,101.8,94.2,62.7,112.4,19.6,75.5,105.3,56.3,48.5,137.5,37,150,106.2,57,103.8,77.1,62,71.1,75.9,65,150.1,60.6,67.3
88,131.2,84.6,196.7,151.5,129,120.6,162.6,47.7,154,241,28,120.6,131.1,190,86.9,65.9,170,92.2,72,72,-2.3,95,163.3,178,104.7,116.8,111,77,126,98,111.3,145.3,147,121.7,114,88,60,94.7,221.1,123.5,138.2,62.7,72.9,34.8,56.3,90.2,101.6,107.1,98.7,179,58.3,27.4,21,81,111.1,79,124,115.3,91,79.9,111.3,138.6,99.8
37.6,39,40.7,57,86,52.8,58.1,9,132.3,32,13.7,7,85.5,36.2,55.6,43.8,30.8,89.1,57.7,24,39,38.4,73.8,28,134.7,11.8,56.2,47.6,117.1,25.3,19.8,62.3,33.2,24.3,97.1,67.6,37.6,62,96.9,-12.8,16,111,12,21,80.9,-1.8,27.2,25.4,108,74.3,52,20.4,35.2,21,24.6,6.6,83.1,50.2,49,7.5,-9,9,85.8,65.8
156,45,253.1,73.6,67.6,214.5,12.5,153.3,441.3,44.1,108.9,77.4,86.4,405.4,98,140,35.5,136.5,185.7,149.4,103,87.2,93,200.9,16,89.1,13.2,165.5,18.8,69.7,16,95.8,173,62,147,131.1,120.4,73.6,71.3,74.6,190,21,68,20.5,-0.7,74.6,85,113.5,70.2,303,184,103.7,123.1,45,86,65,220.2,212.8,320.5,164,161,295.8,205.2,218.8
68.5,43.8,6.8,77.4,39,6.4,47.3,68,2.2,52.7,-5.5,22.7,166.5,11.8,98,5.4,48.5,56.3,176.1,-22,79,-28.7,3,41.6,98,10.4,63.7,46.8,-18.9,32,36.2,37.8,58,4.8,-29.6,25.3,33.4,12.9,-48.4,7.4,40,-1.5,39.9,81.6,37,9,84,79,67.6,165,104.7,118.8,155,9,41.4,4.2,29.8,69.4,106.8,40.7,79.9,70.2,95,58
23.5,10.8,41.6,14.4,-13.3,61,41.6,52.7,164,34,9.8,37,50.4,19,1.7,34.3,-0.4,47.3,266.9,29.6,-3,3.4,16.8,16.8,-34.5,46.2,19.8,48.5,29.4,6.4,43,28.4,57,-3.6,30.2,32,6.6,47,65.7,-6.8,9,23,50,38.2,260.4,-6.5,6.3,19.1,-16.8,261.2,49.2,19.8,14.1,0,29.6,3,58.3,0,25.2,-24.2,13,22,-1.7,17.4
88,98,63.9,23.2,50.8,86,178.7,125.7,338.8,320.6,156.8,64,92.4,122,249.1,52.8,125.7,129,200.4,137,91.8,-8.8,137,172.9,87,156,145,139.7,109.8,202.4,149.6,214.9,170,128,82.3,129,196.2,2.4,75.9,190,204.2,-23.8,99.8,183.3,32.8,175.1,59.3,281.6,116.2,145.8,154.3,22.6,51.4,153.3,180.4,110.3,-46.9,206.9,182.5,61.6,196.3,114.7,222.1,211.3
444.5,863.5,594.5,502,418.3,509.7,398.7,323.8,638,592.5,702.4,679.1,1159.6,467.5,611.1,426.4,500.4,301.2,194.7,430.6,562.4,120.8,543.4,492.2,582.7,485.5,1040.2,421,1288.8,325.6,318.7,417,584.2,283.1,243,460.4,482.4,29.4,518.2,382.5,407,367.5,501.7,457,13.8,319.1,270,416.9,348,805.4,176,501.8,153,265,579.6,590.7,469.2,556.3,370.9,339.8,490.6,408.4,425.2,752.3
696.7,1143.9,642.9,1242.7,585.6,871.7,902.7,721.8,1291.8,917.4,1217.3,812.7,1308.9,995,832.3,789,941.8,838.3,662.7,580.7,786,450.8,752.2,715.8,681.3,433.4,883.9,690.1,1607.5,1075.5,688.9,1046.4,969.5,983.6,904.6,491.6,714.4,654.7,834.9,1543.9,1079,651.5,1100.5,692.7,815.9,1056.9,515.5,1082.2,909.5,954.6,620.8,447,837.4,714,735.9,743.7,816,813.8,837.7,817.6,741.1,787,792.2,1058.8
106,-77.3,-13.3,22.1,-60,2.3,10.2,-24.5,206,72,-23,21,53.5,-63.8,113.5,-34.9,-6.5,28.6,21.7,52.8,-6.5,183.6,100,95.8,58.1,29,42.6,123.5,76,12.5,18.5,-24,-50.6,9.8,-40.3,26,47.8,-10.7,65,-42.5,-50.2,-19.9,71,-10,-32.9,-6.5,82,39,61.6,188.1,134.7,111.8,307,67.6,48.5,51,105.3,84.6,83,52.7,61,71.1,78.1,27.2
54.1,52,9,88,47.3,45,114.4,25,2.2,-3.6,6,-6.5,13.9,77.2,-8.7,4.2,35.5,22.2,69.8,54.5,105,2.3,36.7,87,55,11.8,-13.1,77,57,44,22,10.2,61,41.2,103,44.2,115.3,479,2.1,111.6,34.8,33.2,7,2.1,94.2,80,114.7,54.9,-19.3,126.5,44.4,60.3,-0.3,17,32,79.8,106.7,16.8,9,12.5,33.2,7.8,65.8,4.7
